customer_id,age,annual_income,region,preferred_channel,days_since_last_purchase,purchase_frequency,avg_order_value,total_orders,return_rate,loyalty_years,spending_score,email_open_rate,support_tickets,promo_usage_rate,cluster,segment_name
CUST_00017,41.0,28712.944560290453,South,online,46.03572656589229,9.0,99.39128741318648,37.0,0.0346738638339158,6.117030084033226,97.0,0.0932789894075079,0.0,0.2418321768852614,0,Budget Shoppers
CUST_00018,20.0,64123.239346844726,West,mobile,10.39225954853597,6.0,55.1308813780275,24.0,0.2349630688920628,4.060643286079699,10.0,0.2127242779094778,1.0,0.1888110569826172,0,Budget Shoppers
CUST_00019,39.0,56260.26755266026,North,store,6.741602389492248,9.0,9.81839671386119,28.0,0.2483444442936336,9.283062945404769,62.0,0.2533536139431068,1.0,0.2627049123656396,0,Budget Shoppers
CUST_00020,70.0,25433.749839435808,West,online,41.06690682948146,11.0,84.06904714754084,31.0,0.1896703182827938,2.739076599794873,64.0,0.3671406446756463,5.0,0.2736509050723228,0,Budget Shoppers
CUST_00021,19.0,72210.19216746384,North,online,64.75543447405335,6.0,110.04490558529425,20.0,0.0210983076757985,11.565181815076606,89.0,0.3020733319586018,0.0,0.5906810809254799,0,Budget Shoppers
CUST_00022,41.0,88234.8092899401,Central,mobile,22.991196711857885,11.0,122.8482323187929,28.0,0.2016763960584746,4.801475349556451,74.0,0.1320177580327615,1.0,0.0390907209949056,0,Budget Shoppers
CUST_00023,61.0,44833.140432240616,Central,online,26.5295883820144,6.0,9.968409368690562,24.0,0.1613048584616523,8.5396167427525,24.0,0.3478404581016106,2.0,0.1598795577569003,0,Budget Shoppers
CUST_00024,47.0,19698.399137895773,North,store,12.621271881271865,10.0,85.79032091203085,24.0,0.1371795373885974,7.697373222315834,41.0,0.1206036826409115,0.0,0.0123150764559749,0,Budget Shoppers
CUST_00025,55.0,42399.21953215792,West,store,23.885425547014503,5.0,138.69191604373611,27.0,0.2390667177531714,8.91104506094684,33.0,0.1636086762830344,1.0,0.2526018903242158,0,Budget Shoppers
CUST_00026,19.0,76798.13378948327,North,online,4.954039193960872,6.0,421.9589137481069,39.0,0.3207509364962829,6.612832231853695,34.0,0.1206563463551809,1.0,0.2474821461042866,-1,Noise / Outliers
CUST_00027,38.0,70067.65688776503,South,online,109.19048830927012,6.0,8.0,22.0,0.1962920010001462,4.605538201053401,59.0,0.2423155223630417,0.0,0.2231577702757828,0,Budget Shoppers
CUST_00028,50.0,37706.48090774746,Central,online,56.39349829969056,10.0,146.62484768796244,29.0,0.1050027275754181,2.1551200777346566,79.0,0.3404110109405768,1.0,0.3121028721593541,0,Budget Shoppers
CUST_00029,29.0,91465.78703082431,South,online,38.58887099394732,8.0,8.367463889744247,37.0,0.2221682330196605,6.233312512068816,88.0,0.1291171404870722,1.0,0.085026730906821,0,Budget Shoppers
CUST_00030,39.0,87662.16145038078,Central,mobile,27.041391802551917,6.0,22.487079308496703,28.0,0.3673154671957694,0.7302867134298721,79.0,0.1127890617536469,0.0,0.1584090548938755,0,Budget Shoppers
CUST_00031,61.0,,Central,mobile,54.98607397544696,13.0,24.741996438907226,36.0,0.0856609310782517,0.7058931727340796,10.0,0.3009519054116892,0.0,0.112547163631726,0,Budget Shoppers
CUST_00032,42.0,41647.61993477073,East,online,23.895068803238917,4.0,51.84348665847927,35.0,0.3692319390429642,7.360702719843863,5.0,0.2130302767468658,1.0,0.1058763427008483,0,Budget Shoppers
CUST_00033,66.0,44957.78537765124,South,online,12.482318469895384,12.0,231.3515836195315,34.0,0.2292045845236151,5.765873301130256,86.0,0.3342806012958562,0.0,0.5885093446374916,0,Budget Shoppers
CUST_00034,,46838.67894145199,South,online,6.117965156554821,7.0,252.14682245200103,28.0,0.0883113642147891,6.0732577712965,37.0,0.2840362616724031,1.0,0.4292701107061308,0,Budget Shoppers
CUST_00035,59.0,78911.83617442576,East,online,36.503162196314,9.0,61.09047001815596,19.0,0.1310101719396121,3.824327296823805,31.0,0.112154515688437,1.0,0.0524849852386494,0,Budget Shoppers
CUST_00036,45.0,67357.23933048507,West,store,92.78814514969773,8.0,73.37293549441219,30.0,0.4480960361637884,9.486788855526507,23.0,,1.0,0.0186747221133639,0,Budget Shoppers
CUST_00037,33.0,77295.73292571293,South,online,5.837479851359376,13.0,31.80603496147225,25.0,0.1648154097095515,2.414218747062671,11.0,0.1650780223458731,2.0,0.2861838004366172,0,Budget Shoppers
CUST_00038,32.0,72818.43315010739,North,store,6.946553079392423,13.0,73.65004807477713,34.0,0.2219272212414068,7.033551909656598,74.0,0.2120256222444785,3.0,0.5370977355418124,0,Budget Shoppers
CUST_00039,64.0,95719.5955002621,East,mobile,19.89628861029118,9.0,41.77618653387063,23.0,0.2333039910299485,10.3257373061512,99.0,0.2526114357781363,2.0,0.2069318237240889,0,Budget Shoppers
CUST_00040,68.0,34693.51803619891,South,mobile,57.55902994270102,11.0,24.98985509471029,23.0,0.0897691539548789,10.008854198600517,22.0,0.4119893184717078,3.0,0.5633688848991953,0,Budget Shoppers
CUST_00041,61.0,66367.88766844616,West,online,12.181070945020068,9.0,22.429071784310512,34.0,0.2292988786276769,0.3435361030777901,86.0,0.1570789511056844,0.0,0.5910034291738703,0,Budget Shoppers
CUST_00042,72.0,12000.0,South,mobile,10.251953691963982,11.0,194.28958242830305,27.0,0.0389247267211713,3.3478341757077748,37.0,0.341100240815581,0.0,0.0913232821038133,0,Budget Shoppers
CUST_00043,69.0,29026.97736986912,Central,mobile,33.8623363231705,9.0,16.168017757579538,33.0,0.0133091744556236,8.57679750024458,27.0,0.4227672328447309,1.0,0.0748765562266992,0,Budget Shoppers
CUST_00044,74.0,56353.22550943337,North,mobile,26.84643008995762,7.0,124.43632503444908,22.0,0.1747366089309151,8.888938796031008,1.0,0.3864135368671847,1.0,0.1789868942275132,0,Budget Shoppers
CUST_00045,20.0,67200.54548059979,East,online,2.173845151171612,14.0,23.82905872307179,26.0,0.1095870862254499,5.792943157200588,63.0,0.607343925330976,1.0,0.115100257618308,0,Budget Shoppers
CUST_00046,54.0,55760.05367534947,Central,online,2.975086182813764,12.0,236.4918652994835,25.0,0.042517162990078,2.429737060375709,5.0,0.379632441638352,3.0,0.4622206562424581,0,Budget Shoppers
CUST_00047,68.0,45521.76678612108,West,mobile,36.0519549923566,12.0,41.71034604532635,28.0,0.037249832652266,3.3480054969069686,11.0,0.1695271836009172,1.0,0.1536350954366965,0,Budget Shoppers
CUST_00048,24.0,49432.80669515317,Central,online,21.90018548274544,13.0,8.0,34.0,0.0446546177984591,9.611488676321091,97.0,0.3335591871848189,0.0,0.156030074096966,0,Budget Shoppers
CUST_00049,38.0,88127.7014813303,Central,online,123.88856414187153,4.0,78.20975527813121,23.0,0.1557793677263878,2.3059230261988914,80.0,0.1296372161043862,3.0,0.4774492565741866,0,Budget Shoppers
CUST_00050,26.0,49551.29208663691,West,store,39.719940422314274,11.0,1105.37185945502,25.0,0.041716652977368,11.307757158145444,40.0,0.2427771144127693,3.0,0.0783170889165364,0,Budget Shoppers
CUST_00051,56.0,96483.3156849576,Central,online,1.0,8.0,218.05941277665428,24.0,0.2174729000915353,6.010421532401525,94.0,0.2066814541407947,1.0,0.5548705200202029,-1,Noise / Outliers
CUST_00052,35.0,75468.37561790494,East,online,22.95606533701453,11.0,109.79549158394552,29.0,0.1521327756672797,3.401045050782431,28.0,0.2660519119038812,0.0,0.6370110357406599,0,Budget Shoppers
CUST_00053,21.0,68065.82161526107,South,online,18.732006158665683,10.0,27.303697480744056,35.0,0.2272449833518702,4.675376763424056,29.0,0.3020063188061512,1.0,0.1753805216102699,0,Budget Shoppers
CUST_00054,42.0,31740.867972938097,Central,mobile,3.949691336221557,7.0,,24.0,0.0999314308483712,3.0781507351666413,16.0,,2.0,0.3666019567063894,0,Budget Shoppers
CUST_00055,31.0,78575.2395507918,East,online,89.83329935532606,8.0,237.0632059863886,35.0,0.1476871364102579,4.612019419989313,1.0,0.292159174799774,1.0,0.0906043010755513,0,Budget Shoppers
CUST_00056,67.0,47137.04728953302,South,mobile,57.21847831371169,5.0,201.47267306068088,19.0,0.1382174972107483,1.5695551886784442,63.0,0.3719557231154101,1.0,0.1588092156575976,0,Budget Shoppers
CUST_00057,26.0,31722.325323874604,South,online,9.151671890737571,7.0,80.63214550810189,28.0,0.0796179761554023,9.877942416290434,72.0,0.4875574289735329,1.0,0.3899132994252647,0,Budget Shoppers
CUST_00058,43.0,69282.5594877463,Central,online,10.349093394965148,13.0,71.13088169093186,31.0,0.2412076631977671,11.563879084397447,4.0,0.4451036939138773,1.0,0.1516157153963715,0,Budget Shoppers
CUST_00059,70.0,27465.186667536127,East,mobile,1.1389644701006425,9.0,179.52994285857892,24.0,0.0787673632045742,7.909675702467735,51.0,0.0602792525260479,3.0,0.4885492014105132,0,Budget Shoppers
CUST_00060,19.0,41230.68783314919,Central,online,12.319879243828346,12.0,99.83374316554196,31.0,0.1099487263382843,9.702970680273465,100.0,0.3217003318256808,2.0,0.3389196323178811,0,Budget Shoppers
CUST_00061,37.0,57777.44994768395,West,store,30.74982229908639,10.0,67.31382210649855,31.0,0.1078906568679521,2.736952806457869,61.0,0.4967084407909496,0.0,0.1432139742802797,0,Budget Shoppers
CUST_00062,45.0,106805.271330524,South,online,19.116382306181155,9.0,37.6972938579653,30.0,0.2371236160654633,0.7530459305916617,82.0,0.3988473475835827,0.0,0.3454955791331813,0,Budget Shoppers
CUST_00063,64.0,42887.85337256528,Central,online,121.8715043860215,9.0,16.997590548012703,31.0,0.2178127180176019,7.525345645577467,83.0,0.1834097344761673,0.0,0.2708165320688688,0,Budget Shoppers
CUST_00064,24.0,47919.23657538735,South,online,2.019991452864772,9.0,117.43659139776685,29.0,0.1569386536034641,9.81094755757871,100.0,0.3734542673441517,0.0,0.4823406307675034,0,Budget Shoppers
CUST_00065,61.0,74111.5911972762,East,online,31.32823433768907,6.0,227.3674979108718,23.0,0.0981233448027384,10.012113639860749,73.0,0.2506540776914358,1.0,0.6312964318668252,0,Budget Shoppers
CUST_00066,25.0,30757.494855726985,North,store,68.3938415195756,11.0,178.2484843847045,33.0,0.2029908908976142,6.39316193444186,26.0,0.1550540070544368,2.0,0.0697408411370328,0,Budget Shoppers
CUST_00067,64.0,67741.74038246014,Central,store,22.937331025053982,13.0,154.9308367928857,24.0,0.0434369056461036,7.465208655236902,2.0,0.4628582597644675,4.0,0.4054924934826596,0,Budget Shoppers
CUST_00068,52.0,84530.38976756494,Central,online,1.0,13.0,343.58929787858034,21.0,0.287827590973134,4.419017917190454,67.0,0.2320693659988645,1.0,0.0892309749624489,-1,Noise / Outliers
CUST_00069,31.0,51243.91253635577,South,mobile,9.734544414072372,12.0,65.22468775736004,25.0,0.0621786266674734,9.968027507975023,92.0,0.2578918223050465,1.0,0.2757480224626873,0,Budget Shoppers
CUST_00070,34.0,80575.39419073105,East,mobile,13.692717827341411,5.0,19.18705428732909,28.0,0.1455241923741752,8.371267041490592,45.0,0.4773597826852319,0.0,0.2363306599747872,0,Budget Shoppers
CUST_00071,53.0,64411.89831065974,West,online,118.34314949428516,6.0,13.97870946027174,26.0,0.184034934103849,2.2304528944706323,60.0,0.3125249003011737,0.0,0.2796667788264935,0,Budget Shoppers
CUST_00072,67.0,41924.99679631683,East,online,84.97459021952733,11.0,403.17695393178,27.0,0.1055557684662159,3.353261100332569,20.0,0.1515484144894157,1.0,0.1598223742478055,-1,Noise / Outliers
CUST_00073,57.0,53648.29691027686,Central,store,104.27474696687536,4.0,115.57975028693248,27.0,0.2420708270901531,1.8222730924268875,19.0,0.1268317504524282,3.0,0.271122384702174,-1,Noise / Outliers
CUST_00074,21.0,49645.33852043467,West,store,61.15594687216377,7.0,216.43893727064625,27.0,0.1276805890711381,6.068686334687893,83.0,0.3189434302433841,2.0,0.4123717047387666,0,Budget Shoppers
CUST_00075,19.0,,East,store,15.16623885501198,6.0,99.6999362117199,25.0,0.1355335127435389,2.426864532235268,37.0,0.3739248750927739,3.0,0.4662488271881598,0,Budget Shoppers
CUST_00076,23.0,61359.79378283623,North,mobile,82.71013455487957,8.0,66.08152560226108,29.0,0.0289251901667435,1.905216304301664,15.0,0.3290761308473063,5.0,0.3925568655743242,0,Budget Shoppers
CUST_00077,71.0,70940.39856938085,South,mobile,140.00027675378817,7.0,29.052487323162936,25.0,0.0460309886219177,1.9252024717064928,70.0,0.0922475399017552,2.0,0.0208320149464302,0,Budget Shoppers
CUST_00078,59.0,69190.70149091698,East,online,15.081242165619091,6.0,252.301625741602,19.0,0.1320963621814541,3.190458019996898,65.0,0.395418638527259,1.0,0.584027431270615,0,Budget Shoppers
CUST_00079,21.0,12000.0,East,online,10.564983818982158,13.0,8.530863600650045,27.0,0.1173065872741904,9.708350850120794,13.0,0.1911598090156346,1.0,0.275256155128708,0,Budget Shoppers
CUST_00080,71.0,55859.21984701541,North,online,27.70874352485342,7.0,299.6391494954171,26.0,0.0588152923077767,11.259495542075776,56.0,0.4807141322231017,2.0,0.359005279973829,0,Budget Shoppers
CUST_00081,46.0,24792.71790505122,Central,mobile,7.252398500440609,9.0,29.825801007501724,26.0,0.1157092908284265,11.950303914530402,57.0,0.3712020650559713,2.0,0.12581076300769,0,Budget Shoppers
CUST_00082,35.0,51934.00044571883,South,mobile,1.1608889788973502,6.0,8.0,39.0,0.1589592856787777,0.4833722717523927,3.0,0.633943418034476,1.0,0.0680899251825039,0,Budget Shoppers
CUST_00083,43.0,55276.62906815976,East,store,102.04773770856993,10.0,14.261005945470457,37.0,0.1048216823222681,6.826876520583024,45.0,0.1729688308467444,1.0,0.1733402696654943,0,Budget Shoppers
CUST_00084,61.0,79475.2638778636,West,store,91.00669713982025,10.0,,26.0,0.1530057764846688,3.1973285048644304,72.0,0.4925849472353979,1.0,0.0900653837401035,0,Budget Shoppers
CUST_00085,51.0,57337.45972379781,East,store,6.213120835024212,13.0,9.953433228544604,34.0,0.1995371122674746,11.86690585568403,87.0,0.2728491990111384,2.0,0.3525515708834947,0,Budget Shoppers
CUST_00086,27.0,63702.79640355172,South,store,18.33334888882961,10.0,57.05414448161911,32.0,0.1183762735041935,11.81194162872065,28.0,0.5387830570008577,1.0,0.1760863456932507,0,Budget Shoppers
CUST_00087,53.0,75447.24037446344,East,online,62.23250105041366,9.0,37.45355331056979,23.0,0.1677103127508343,11.20927827212354,33.0,0.4020475396875409,2.0,0.1750587756310903,0,Budget Shoppers
CUST_00088,31.0,85010.5497160246,North,mobile,37.86146185778312,15.0,8.0,32.0,0.1701302573280726,0.1706896041689085,98.0,0.3490392120495408,0.0,0.1085895050131281,0,Budget Shoppers
CUST_00089,48.0,55293.69368614797,East,mobile,17.576148033673924,7.0,98.5592959676277,32.0,0.0613894785834178,1.8542564876621064,98.0,0.4810462515392384,4.0,0.3428525771045992,0,Budget Shoppers
CUST_00090,65.0,60071.94771696899,East,online,47.71361054008941,20.0,831.5680125929445,33.0,0.114486313284577,6.629406893197121,25.0,0.2079857479718442,3.0,0.0409023863179032,-1,Noise / Outliers
CUST_00091,32.0,58220.51264932958,West,store,79.57202667162827,10.0,249.2585651910618,28.0,0.1109052136647776,2.2474599372542827,62.0,0.0413332354232886,1.0,0.2823176096144627,0,Budget Shoppers
CUST_00092,25.0,46062.82278251632,North,store,91.20412278938842,10.0,,27.0,0.019765626565746,10.258220900550384,65.0,0.178098354414863,1.0,0.4366450570744515,0,Budget Shoppers
CUST_00093,31.0,41079.46508426743,North,online,16.666371944234125,5.0,280.3960924051644,28.0,0.2504085207607942,8.396851404210548,71.0,0.3775240200638763,1.0,0.2757727519991997,0,Budget Shoppers
CUST_00094,40.0,12000.0,East,online,6.672007388628165,8.0,78.14341648892697,26.0,0.1931536219349087,2.208992709647969,38.0,0.3690665450471685,3.0,0.3696457122639661,0,Budget Shoppers
CUST_00095,74.0,34313.45944046475,West,mobile,85.39988341067775,15.0,41.49255393554071,28.0,0.0869763590863221,9.820935863418985,28.0,,5.0,0.0228899648774236,0,Budget Shoppers
CUST_00096,57.0,18870.121669384323,East,mobile,3.399298422701148,13.0,132.92516323227613,30.0,0.0535421427507437,5.979285945353458,81.0,0.2971694627553741,2.0,0.4565671651595194,0,Budget Shoppers
CUST_00097,38.0,85614.36665797155,East,store,44.76548643568356,11.0,31.750276631381475,33.0,0.0346784514613839,8.516540540136171,30.0,0.2690361455122159,0.0,0.1771117323107562,0,Budget Shoppers
CUST_00098,33.0,62145.15218254343,South,online,5.299046553251876,7.0,275.2575749168668,27.0,0.0526283087588247,1.6779445291572932,1.0,0.1629323745014037,1.0,0.4856374858869542,0,Budget Shoppers
CUST_00099,62.0,55229.342595169655,South,online,17.26520846272681,7.0,,21.0,0.0548640646639983,6.214231880585664,92.0,0.3914748186729114,3.0,0.3382123054133068,0,Budget Shoppers
CUST_00100,35.0,42215.3259062162,West,online,18.55955791438929,8.0,19.007018760896727,35.0,0.0378429088381644,9.316056690080202,100.0,0.0930809640343812,1.0,0.1978820215556039,0,Budget Shoppers
CUST_00101,64.0,58655.143791161725,Central,online,6.050653238658846,7.0,109.91242819066818,28.0,0.106951208378064,4.147047006798057,18.0,0.4664201150965515,0.0,0.31562238247699,0,Budget Shoppers
CUST_00102,70.0,39344.44269158265,South,online,89.59374099202077,8.0,92.83396253651114,28.0,0.1221583323614062,2.241882640003276,2.0,0.1596480304523123,0.0,0.5810094482595298,0,Budget Shoppers
CUST_00103,,61828.40824565328,Central,store,1.0,5.0,82.89168355245151,29.0,0.058691396313559,7.673615839852128,97.0,0.3124309636253423,5.0,0.3798169672503845,0,Budget Shoppers
CUST_00104,43.0,63406.147624269775,North,online,78.48790663039132,12.0,59.03200705106108,29.0,0.2376268811881502,7.7288495048159795,71.0,0.1118135140363654,2.0,0.570515613684376,0,Budget Shoppers
CUST_00105,42.0,39049.55854815163,South,online,75.3443186965131,5.0,83.56983299115025,32.0,0.1848944166164903,2.452171359070427,59.0,0.2153065076520865,1.0,0.2560357075648318,0,Budget Shoppers
CUST_00106,62.0,38629.83677390707,South,online,13.342252180535109,18.0,114.6492157005084,23.0,0.1017245563803645,0.8322005236470993,50.0,0.4301198792203755,2.0,0.4031500476327865,0,Budget Shoppers
CUST_00107,58.0,79168.38580109258,West,online,42.642483006331126,8.0,171.94335177787465,33.0,0.1146795619568418,1.9974138467397653,18.0,,1.0,0.3950527810186365,0,Budget Shoppers
CUST_00108,46.0,56837.08100559139,Central,store,10.200201143803934,14.0,324.9375841697089,25.0,0.206450232981413,3.306327550633078,7.0,0.1517810442349325,4.0,0.1805802434184436,0,Budget Shoppers
CUST_00109,32.0,40817.550556172406,South,mobile,49.77067238173269,12.0,8.0,26.0,0.3333902448716107,0.4353374400682743,61.0,0.4078565471772036,1.0,0.4125055786636876,0,Budget Shoppers
CUST_00110,62.0,49848.86136283058,South,mobile,28.8235032207282,11.0,109.51794034652931,33.0,0.1735464409387901,11.072779111645582,68.0,0.6136407585575215,2.0,0.2592394724843194,0,Budget Shoppers
CUST_00111,18.0,35766.93009245464,West,online,12.494897565971923,13.0,181.24880926177303,27.0,0.0922280545272038,2.766039124173741,17.0,0.4258705219514406,3.0,0.5089134626689917,0,Budget Shoppers
CUST_00112,42.0,56521.96122543783,West,online,17.892593473628025,9.0,15.963216032219718,21.0,0.1498460220001134,8.867030519857481,83.0,0.1623331202219059,2.0,0.5777840019434757,0,Budget Shoppers
CUST_00113,24.0,76295.82276861831,Central,online,40.978844117367466,7.0,315.21461329440945,25.0,0.0248106391198581,4.975890146407258,69.0,0.215505200360574,0.0,0.0536728364697493,0,Budget Shoppers
CUST_00114,,57391.24531292625,North,online,82.79242064777797,9.0,36.53311601982508,21.0,0.2330202899677638,6.023805876567546,55.0,0.6659539998398176,1.0,0.2444806796671285,0,Budget Shoppers
CUST_00115,41.0,109999.93576085848,North,store,4.90341224513856,6.0,232.92762798772344,29.0,0.1679649348264633,6.443313323580068,13.0,,2.0,0.0848664834526907,0,Budget Shoppers
CUST_00116,18.0,67269.91049707803,East,online,29.65014970079108,9.0,141.01478338627524,25.0,0.1755192493980051,9.273549638843374,76.0,0.4746501551845178,1.0,0.3461345426217134,0,Budget Shoppers
CUST_00117,61.0,63058.99785252867,South,mobile,10.243335943381927,4.0,106.59357978823374,28.0,0.13114423296701,9.45495651934428,68.0,0.6472443782164117,0.0,0.1219403826653987,0,Budget Shoppers
CUST_00118,25.0,38017.35311875228,Central,online,56.57129829429552,10.0,264.47327977119454,29.0,0.1087471655484882,1.695275271153021,89.0,0.2079076348343266,1.0,0.2076878848151452,0,Budget Shoppers
CUST_00119,41.0,52752.26416946133,South,mobile,2.548906254902683,10.0,452.57693144365845,23.0,0.2520471595530512,3.6401212747916585,95.0,0.3729438722874107,0.0,0.09468903262081,0,Budget Shoppers
CUST_00120,,40861.69545325877,Central,store,40.87370780903706,8.0,760.9868527374721,28.0,0.0399681484718729,6.87646580514432,40.0,,0.0,0.633499639513967,0,Budget Shoppers
CUST_00121,68.0,12000.0,Central,mobile,6.730725989335545,12.0,149.46624954283354,21.0,0.163340572092716,3.96487290826056,15.0,0.5709938238353757,2.0,0.5852552950059532,0,Budget Shoppers
CUST_00122,34.0,79433.76888683377,Central,mobile,31.755320181300757,8.0,53.84597146288233,20.0,0.1578400454221034,1.5935916494772058,28.0,0.2611644057172528,2.0,0.537848916217945,0,Budget Shoppers
CUST_00123,25.0,46748.087777894914,South,store,63.21056481054536,7.0,270.0149939319768,25.0,0.2544744531257265,4.901210854776018,57.0,,0.0,0.3726480159357799,0,Budget Shoppers
CUST_00124,52.0,41271.19836466726,West,mobile,49.23892245286891,14.0,138.1020789610537,29.0,0.3631072831131573,2.6210872026483014,64.0,0.1259628810416214,0.0,0.0409284143045942,-1,Noise / Outliers
CUST_00125,52.0,62632.54074708623,South,online,48.93475107952944,8.0,50.77415003807917,34.0,0.0359172636215004,1.7216862775976018,75.0,0.0580360308220415,3.0,0.5146123172727534,0,Budget Shoppers
CUST_00126,,69274.99014887337,Central,online,25.53216005709059,3.0,350.1711556204603,24.0,0.1809244325771022,3.64833999239426,93.0,0.617694095501801,2.0,0.0858293716932873,0,Budget Shoppers
CUST_00127,,50942.953676061865,East,mobile,77.49266338165833,13.0,179.0021796180186,31.0,0.0516340504181874,3.596258679549198,5.0,0.3946154532588543,1.0,0.4065320505555101,0,Budget Shoppers
CUST_00128,59.0,57942.76331260159,North,mobile,31.044555422128827,12.0,78.3889242885727,46.0,0.193356184781051,1.1663681776656198,62.0,0.277650813262463,0.0,0.4959011573361798,0,Budget Shoppers
CUST_00129,56.0,74416.12296091687,Central,online,87.33111834875234,8.0,78.78457982616881,34.0,0.1802606788339139,7.009409975581457,42.0,0.2709541700301263,2.0,0.2365761950948433,0,Budget Shoppers
CUST_00130,58.0,50075.74091858115,East,online,27.67833361240762,7.0,715.4889463500762,26.0,0.1056635200332597,3.772124781175509,66.0,0.5879068620439967,0.0,0.2033819070959349,0,Budget Shoppers
CUST_00131,45.0,64651.34231879335,West,store,24.680251880831875,6.0,60.8322424488763,22.0,0.1382453950628515,2.07944570107098,20.0,0.6947302082078587,0.0,0.4134725812069266,0,Budget Shoppers
CUST_00132,24.0,21496.61839543869,Central,online,8.801891349257078,6.0,12.844653296148625,27.0,0.2829800986241771,9.82316571056149,86.0,0.1669836085575662,1.0,0.5256174293796849,0,Budget Shoppers
CUST_00133,26.0,30690.98203458953,East,online,27.544617718992303,9.0,100.54285004344564,25.0,0.1567700212319567,0.0309079598847432,40.0,0.3626830356045102,2.0,0.1951029099325882,0,Budget Shoppers
CUST_00134,25.0,,Central,online,5.302610509003514,9.0,281.00212786629385,41.0,0.1648932435099497,5.451497321958428,27.0,0.3885981451755451,4.0,0.2791025623730844,0,Budget Shoppers
CUST_00135,29.0,29541.70993831944,South,store,71.32442087028664,17.0,114.1816371373172,32.0,0.1737585076831643,5.219351947638247,21.0,0.4142883418602121,0.0,0.2872585263157317,0,Budget Shoppers
CUST_00136,51.0,63151.02603649251,East,online,39.43373497074494,13.0,204.80968932051965,32.0,0.1700632927377014,8.053790363824481,20.0,,1.0,0.285031660903203,0,Budget Shoppers
CUST_00137,50.0,54766.0267916644,South,mobile,176.99540291365042,10.0,8.0,31.0,0.0480394956583414,4.672798908071058,32.0,0.2578070217066153,0.0,0.1400367790056242,0,Budget Shoppers
